"ID"	"code"	"name"	"CAT_dimension"	"CAT_multivarMethod"	"CAT_abundance"	"year"	"region.ISO3"	"sys1"	"habitat"	"group"	"sub.group"	"animal.group"	"sys1Grp"	"Total.Number.Species"	"nTrait"
"135"	312	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"USA"	"T"	"TEMP"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"11"	8
"136"	330	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"FRA"	"A"	"RIPA"	"microbes"	"diatoms"	"NA"	"other"	"NA"	2
"137"	641	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"BRA"	"T"	"TROP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"530"	9
"138"	43	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2012	"BOL"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"77"	12
"139"	357	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"CHN"	"T"	"TROP"	"plant"	"shrubs, trees"	"NA"	"terrestrial plants"	"274"	4
"140"	580	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"GBR
"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"NA"	11
"141"	416	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"ITA"	"T"	"AGRI"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"NA"	8
"142"	17	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"NZL, FRA"	"T"	"TEMP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"54"	7
"143"	137	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2012	"SLB"	"T"	"TROP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"394"	4
"144"	251	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2012	"DEU"	"T"	"NEAR"	"animal"	"invertebrates"	"NA"	"terrestrial animals"	"NA"	3
"145"	408	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"CHL"	"T, A"	"OTHR"	"animal"	"vertebrates"	"mammals"	"other"	"46"	5
"146"	207	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2013	"GBR"	"T"	"AGRI"	"plant"	"graminoids, forbs, shrubs, nonvascular"	"NA"	"terrestrial plants"	"NA"	19
"147"	421	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"CHN"	"A"	"LAKE"	"plant"	"graminoids, forbs"	"NA"	"aquatic plants"	"17"	16
"148"	618	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"SWE"	"T"	"AGRI"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"125"	7
"149"	634	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"CHN"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"57"	7
"150"	167	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2013	"JPN"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"102"	8
"151"	689	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"BEL"	"T"	"AGRI"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"299"	26
"152"	448	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"USA"	"A"	"LAKE"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"6"	4
"153"	619	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"USA"	"T"	"TEMP"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"111"	32
"154"	707	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"PNG"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"90"	5
"155"	340	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"USA"	"A"	"RIPA"	"animal"	"invertebrates"	"arthropods"	"aquatic animals"	"79"	4
"156"	242	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2013	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"60"	18
"157"	349	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"SLB"	"T"	"NEAR"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"NA"	4
"158"	82	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2013	"CHN"	"T"	"TEMP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"NA"	4
"159"	197	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"CHN"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"32"	3
"160"	581	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"GBR
"	"T"	"GRAS"	"plant"	"invertebrates, graminoids, forbs, shrubs, trees, nonvascular"	"arthropods"	"terrestrial plants"	"157"	15
"161"	664	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"AUS"	"A"	"LAKE"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"194"	10
"162"	123	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2013	"CZE"	"T"	"GRAS"	"plant"	"forbs"	"NA"	"terrestrial plants"	"13"	4
"163"	535	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"BRA"	"T"	"GRAS"	"plant"	"trees"	"NA"	"terrestrial plants"	"443"	6
"164"	537	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"ITA"	"T"	"DESE"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"23"	28
"165"	570	"FEve"	"Functional evenness (FEve)"	"evenness"	"ordinate"	"yes"	2014	"MEX"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"64"	6
"166"	566	"FOR"	"Functional over-redundancy"	"redundancy"	"ordinate"	"no"	2014	"NA"	"A"	"NEAR"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"222"	6
"167"	266	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"FRA"	"T"	"TEMP"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"291"	6
"168"	600	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"SWE"	"T"	"AGRI"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"235"	8
"169"	308	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"IND"	"T"	"TROP"	"plant"	"nonvascular"	"NA"	"terrestrial plants"	"99"	8
"170"	535	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"BRA"	"T"	"GRAS"	"plant"	"trees"	"NA"	"terrestrial plants"	"443"	6
"171"	43	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2012	"BOL"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"77"	12
"172"	599	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"NZL"	"T"	"AGRI"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"25"	10
"173"	651	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"FRA"	"T"	"GRAS"	"plant"	"shrubs, forbs, graminoids"	"NA"	"terrestrial plants"	"291"	6
"174"	14	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"BRA"	"T"	"TROP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"52"	5
"175"	87	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"IDN"	"T"	"TROP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"64"	5
"176"	82	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2013	"CHN"	"T"	"TEMP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"NA"	4
"177"	502	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"FRA"	"T"	"GRAS"	"microbes"	"microbemix"	"NA"	"other"	"4"	3
"178"	570	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"MEX"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"64"	6
"179"	448	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"USA"	"A"	"LAKE"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"6"	4
"180"	655	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"USA"	"T"	"TEMP"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"248"	4
"181"	641	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"BRA"	"T"	"TROP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"530"	9
"182"	132	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"USA"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"46"	4
"183"	158	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"GBR"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"NA"	9
"184"	349	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"SLB"	"T"	"NEAR"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"NA"	4
"185"	708	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"PRT"	"T"	"TEMP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"648"	9
"186"	618	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"SWE"	"T"	"AGRI"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"125"	7
"187"	206	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"32"	14
"188"	167	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2013	"JPN"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"102"	8
"189"	595	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"FRA"	"A"	"LAKE"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"37"	10
"190"	34	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"284"	4
"191"	685	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"CHE"	"T"	"AGRI"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"52"	10
"192"	634	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"CHN"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"57"	7
"193"	137	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2012	"SLB"	"T"	"TROP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"394"	4
"194"	312	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"USA"	"T"	"TEMP"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"11"	8
"195"	208	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2011	"GBR"	"T"	"AGRI"	"plant"	"trees, shrubs, graminoids, forbs, nonvascular"	"NA"	"terrestrial plants"	"148"	8
"196"	707	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"PNG"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"90"	5
"197"	207	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2013	"GBR"	"T"	"AGRI"	"plant"	"graminoids, forbs, shrubs, nonvascular"	"NA"	"terrestrial plants"	"NA"	19
"198"	566	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"NA"	"A"	"NEAR"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"222"	6
"199"	537	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"ITA"	"T"	"DESE"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"23"	28
"200"	619	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"USA"	"T"	"TEMP"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"111"	32
"201"	20	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"22"	14
"202"	421	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"CHN"	"A"	"LAKE"	"plant"	"graminoids, forbs"	"NA"	"aquatic plants"	"17"	16
"203"	357	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"CHN"	"T"	"TROP"	"plant"	"shrubs, trees"	"NA"	"terrestrial plants"	"274"	4
"204"	63	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2006	"USA"	"T"	"TEMP, GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"54"	4
"205"	408	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"CHL"	"T, A"	"OTHR"	"animal"	"vertebrates"	"mammals"	"other"	"46"	5
"206"	653	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"USA"	"T"	"TUND"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"107"	5
"207"	17	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"NZL, FRA"	"T"	"TEMP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"54"	7
"208"	144	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2013	"NZL"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"NA"	2
"209"	242	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2013	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"60"	18
"210"	356	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"CHN"	"T"	"TROP"	"plant"	"shrubs, trees"	"NA"	"terrestrial plants"	"274"	6
"211"	197	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"CHN"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"32"	3
"212"	123	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2013	"CZE"	"T"	"GRAS"	"plant"	"forbs"	"NA"	"terrestrial plants"	"13"	4
"213"	581	"FRic"	"Functional richness (FRic) also called convex hull volume"	"richness"	"ordinate"	"no"	2014	"GBR
"	"T"	"GRAS"	"plant"	"invertebrates, graminoids, forbs, shrubs, trees, nonvascular"	"arthropods"	"terrestrial plants"	"157"	15
"214"	81	"FRq"	"Functional redundancy using Rao"	"redundancy"	"distance-only"	"yes"	2012	"GRC"	"A"	"NEAR"	"animal"	"invertebrates"	"NA"	"aquatic animals"	"5"	7
"215"	87	"FSpe"	"Functional specialization (FSpe)"	"divergence"	"ordinate"	"yes"	2014	"IDN"	"T"	"TROP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"64"	5
"216"	566	"FV"	"Functional vulnerability"	"redundancy"	"ordinate"	"no"	2014	"NA"	"A"	"NEAR"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"222"	6
"217"	215	"HED"	"Diversity in species distinctiveness"	"evenness"	"cluster"	"no"	2013	"DZA"	"A"	"NEAR"	"plant"	"graminoids, forbs"	"NA"	"aquatic plants"	"46"	9
"218"	57	"iFD"	"Individual-based functional diversity (iFD)"	"richness"	"cluster"	"no"	2009	"BRA"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"NA"	3
"219"	367	"iFD"	"Individual-based functional diversity (iFD)"	"richness"	"cluster"	"no"	2014	"BRA"	"T"	"GRAS"	"plant"	"trees"	"NA"	"terrestrial plants"	"55"	10
"220"	44	"iFD"	"Individual-based functional diversity (iFD)"	"richness"	"cluster"	"no"	2014	"BRA"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"55"	10
"221"	381	"KSI"	"Kolmogorov-Smirnov Importance index"	"richness"	"cluster"	"no"	2014	"NA"	"T"	"OTHR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"48324"	5
"222"	215	"M-NND"	"Mean nearest neighbor dissimilarity"	"divergence"	"distance-only"	"no"	2013	"DZA"	"A"	"NEAR"	"plant"	"graminoids, forbs"	"NA"	"aquatic plants"	"46"	9
"223"	650	"M-NND"	"Mean nearest neighbor dissimilarity"	"divergence"	"distance-only"	"no"	2014	"USA"	"T"	"TEMP"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"169"	11
"224"	271	"M-NND"	"Mean nearest neighbor dissimilarity"	"divergence"	"distance-only"	"no"	2012	"NA"	"T"	"TEMP, TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"NA"	6
"225"	35	"M-NND"	"Mean nearest neighbor dissimilarity"	"divergence"	"distance-only"	"no"	2013	"FRA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"35"	13
"226"	641	"M-NND"	"Mean nearest neighbor dissimilarity"	"divergence"	"distance-only"	"no"	2014	"BRA"	"T"	"TROP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"530"	9
"227"	123	"M-NND"	"Mean nearest neighbor dissimilarity"	"divergence"	"distance-only"	"no"	2013	"CZE"	"T"	"GRAS"	"plant"	"forbs"	"NA"	"terrestrial plants"	"13"	4
"228"	506	"M-NND"	"Mean nearest neighbor dissimilarity"	"divergence"	"distance-only"	"no"	2014	"AUS"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"30"	9
"229"	506	"M-NND_beta"	"M-NND beta diversity"	"divergence"	"distance-only"	"no"	2014	"AUS"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"30"	9
"230"	215	"MFAD"	"Modified FAD2 (MFAD)"	"divergence"	"distance-only"	"no"	2013	"DZA"	"A"	"NEAR"	"plant"	"graminoids, forbs"	"NA"	"aquatic plants"	"46"	9
"231"	739	"MFAD"	"Modified FAD2 (MFAD)"	"divergence"	"distance-only"	"no"	2014	"CHN"	"T"	"TEMP"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"171"	10
"232"	325	"MFPD"	"Mean pairwise functional phylogenetic distance"	"divergence"	"distance-only"	"no"	2014	"DEU"	"T"	"TEMP"	"microbes"	"fungi"	"NA"	"other"	"NA"	3
"233"	678	"MPD"	"Mean dissimilarity between species index"	"divergence"	"distance-only"	"no"	2014	"DEU"	"T"	"TEMP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"179"	4
"234"	641	"MPD"	"Mean dissimilarity between species index"	"divergence"	"distance-only"	"no"	2014	"BRA"	"T"	"TROP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"530"	9
"235"	506	"MPD"	"Mean dissimilarity between species index"	"divergence"	"distance-only"	"no"	2014	"AUS"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"30"	9
"236"	123	"MPD"	"Mean dissimilarity between species index"	"divergence"	"distance-only"	"no"	2013	"CZE"	"T"	"GRAS"	"plant"	"forbs"	"NA"	"terrestrial plants"	"13"	4
"237"	645	"MPD"	"Mean dissimilarity between species index"	"divergence"	"distance-only"	"no"	2014	"BRA"	"T"	"TROP"	"animal"	"vertebrates"	"mammals, birds"	"terrestrial animals"	"2096"	6
"238"	568	"MPD"	"Mean dissimilarity between species index"	"divergence"	"distance-only"	"no"	2014	"DEU"	"T"	"TEMP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"231"	7
"239"	271	"MPD"	"Mean dissimilarity between species index"	"divergence"	"distance-only"	"no"	2012	"NA"	"T"	"TEMP, TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"NA"	6
"240"	506	"MPD_beta"	"MPD beta diversity"	"divergence"	"distance-only"	"no"	2014	"AUS"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"30"	9
"241"	235	"MPDTw"	"Functional alpha diversity"	"divergence"	"ordinate"	"no"	2013	"SWE"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"234"	11
"242"	235	"MPDTw_beta"	"Functional beta diversity"	"divergence"	"ordinate"	"no"	2013	"SWE"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"234"	11
"243"	619	"OFRO"	"Overall functional regularity"	"evenness"	"distance-only"	"yes"	2014	"USA"	"T"	"TEMP"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"111"	32
"244"	385	"PEI"	"Phylogenetic entropy index"	"divergence"	"cluster"	"yes"	2014	"SLB"	"A"	"PELA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"73"	6
"245"	690	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"PRT"	"A"	"LAKE"	"animal"	"invertebrates"	"NA"	"aquatic animals"	"27"	5
"246"	590	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"FRA"	"T"	"AGRI"	"animal"	"invertebrates"	"annelids"	"terrestrial animals"	"11"	7
"247"	72	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2009	"ESP"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"8"	9
"248"	253	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2012	"NA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"230"	14
"249"	580	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"GBR
"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"NA"	11
"250"	370	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"IDN, PAN, UGA, BRA, COD, MYS, MDG, TZA, CRI, PER"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"NA"	2
"251"	369	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"ITA"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"24"	9
"252"	501	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"SWE"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"NA"	3
"253"	55	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2011	"ARG"	"T"	"GRAS"	"plant"	"shrubs, forbs, graminoids, trees"	"NA"	"terrestrial plants"	"67"	15
"254"	340	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"USA"	"A"	"RIPA"	"animal"	"invertebrates"	"arthropods"	"aquatic animals"	"79"	4
"255"	297	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2010	"GBR"	"T"	"AGRI"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"42"	10
"256"	421	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"CHN"	"A"	"LAKE"	"plant"	"graminoids, forbs"	"NA"	"aquatic plants"	"17"	16
"257"	361	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"FRA"	"T"	"TEMP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"NA"	6
"258"	188	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"NA"	20
"259"	242	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2013	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"60"	18
"260"	305	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2006	"ESP"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"54"	9
"261"	451	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"159"	10
"262"	125	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"IRL, GBR, FRA, DEU, NOR, SWE, DNK, NLD, BEL"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"NA"	19
"263"	42	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2012	"ESP"	"T"	"AGRI"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"4"	8
"264"	19	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2013	"FRA"	"T"	"GRAS"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"NA"	7
"265"	53	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2013	"FRA"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"25"	9
"266"	40	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"NA"	16
"267"	627	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2014	"DEU"	"T"	"TEMP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"122"	5
"268"	159	"Rao"	"Quadratic entropy"	"divergence"	"distance-only"	"yes"	2011	"CHN"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"NA"	2
