"ID"	"TraitNum"	"Trait.Name"	"Trait.Category.New"	"Trait.Source"	"Trait.Rationale"	"year"	"region.ISO3"	"sys1"	"habitat"	"group"	"sub.group"	"animal.group"	"sys1Grp"	"multivar.FD.Measure"	"Total.Number.Species"	"nTrait"
"312"	125	125.16	"seed number"	"reproduction"	"2"	"general"	2014	"IRL, GBR, FRA, DEU, NOR, SWE, DNK, NLD, BEL"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"FDc, wFDc, Rao, RaoR"	"NA"	19
"313"	125	125.15	"breeding system"	"reproduction"	"2"	"general"	2014	"IRL, GBR, FRA, DEU, NOR, SWE, DNK, NLD, BEL"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"FDc, wFDc, Rao, RaoR"	"NA"	19
"314"	125	125.18	"clonality"	"reproduction"	"2"	"general"	2014	"IRL, GBR, FRA, DEU, NOR, SWE, DNK, NLD, BEL"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"FDc, wFDc, Rao, RaoR"	"NA"	19
"315"	125	125.12	"flowering period"	"reproduction"	"2"	"general"	2014	"IRL, GBR, FRA, DEU, NOR, SWE, DNK, NLD, BEL"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"FDc, wFDc, Rao, RaoR"	"NA"	19
"316"	125	125.14	"compatability system"	"reproduction"	"2"	"general"	2014	"IRL, GBR, FRA, DEU, NOR, SWE, DNK, NLD, BEL"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"FDc, wFDc, Rao, RaoR"	"NA"	19
"317"	128	128.07	"foraging substrate"	"resource use"	"3"	"general"	2012	"BRA"	"T"	"TROP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"sesClust-MPD"	"162"	5
"318"	128	128.05	"body mass"	"body size"	"3"	"general"	2012	"BRA"	"T"	"TROP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"sesClust-MPD"	"162"	5
"319"	128	128.03	"foraging method"	"resource use"	"3"	"general"	2012	"BRA"	"T"	"TROP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"sesClust-MPD"	"162"	5
"320"	128	128.04	"foraging substrate"	"resource use"	"3"	"general"	2012	"BRA"	"T"	"TROP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"sesClust-MPD"	"162"	5
"321"	128	128.02	"diet preference"	"resource use"	"3"	"general"	2012	"BRA"	"T"	"TROP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"sesClust-MPD"	"162"	5
"322"	128	128.01	"dietary preference"	"resource use"	"3"	"general"	2012	"BRA"	"T"	"TROP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"sesClust-MPD"	"162"	5
"323"	128	128.06	"foraging method"	"resource use"	"3"	"general"	2012	"BRA"	"T"	"TROP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"sesClust-MPD"	"162"	5
"324"	132	132.02	"root:shoot ratio"	"growth allocation"	"1"	"general"	2014	"USA"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic"	"46"	4
"325"	132	132.03	"leaf mass per area"	"growth allocation"	"1"	"general"	2014	"USA"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic"	"46"	4
"326"	132	132.01	"biomass"	"body size"	"1"	"general"	2014	"USA"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic"	"46"	4
"327"	132	132.04	"leaf N%"	"growth allocation"	"1"	"general"	2014	"USA"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic"	"46"	4
"328"	137	137.04	"clonality"	"reproduction"	"1"	"general"	2012	"SLB"	"T"	"TROP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"FRic, FEve, FDis"	"394"	4
"329"	137	137.01	"growth form"	"growth allocation"	"1"	"general"	2012	"SLB"	"T"	"TROP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"FRic, FEve, FDis"	"394"	4
"330"	137	137.03	"woodiness"	"growth allocation"	"1"	"general"	2012	"SLB"	"T"	"TROP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"FRic, FEve, FDis"	"394"	4
"331"	137	137.02	"dispersal mode"	"dispersal"	"1"	"general"	2012	"SLB"	"T"	"TROP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"FRic, FEve, FDis"	"394"	4
"332"	144	144.01	"leaf N%"	"growth allocation"	"3"	"specific"	2013	"NZL"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"FRic, FDis"	"NA"	2
"333"	144	144.02	"height"	"body size"	"3"	"specific"	2013	"NZL"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"FRic, FDis"	"NA"	2
"334"	147	147.09	"leaf P content"	"growth allocation"	"1"	"general"	2012	"CHN"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"Rao"	"55"	12
"335"	147	147.02	"base-crown height"	"habitat"	"1"	"general"	2012	"CHN"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"Rao"	"55"	12
"336"	147	147.06	"leaf dry matter content"	"growth allocation"	"1"	"general"	2012	"CHN"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"Rao"	"55"	12
"337"	147	147.07	"leaf N content"	"growth allocation"	"1"	"general"	2012	"CHN"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"Rao"	"55"	12
"338"	147	147.04	"height"	"body size"	"1"	"general"	2012	"CHN"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"Rao"	"55"	12
"339"	147	147.11	"C:N ratio"	"resource use"	"1"	"general"	2012	"CHN"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"Rao"	"55"	12
"340"	147	147.08	"leaf Al content"	"environmental tolerance"	"1"	"general"	2012	"CHN"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"Rao"	"55"	12
"341"	147	147.03	"neighbor distance"	"habitat"	"1"	"general"	2012	"CHN"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"Rao"	"55"	12
"342"	147	147.1	"leaf Ca content"	"resource use"	"1"	"general"	2012	"CHN"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"Rao"	"55"	12
"343"	147	147.05	"specific leaf area"	"growth allocation"	"1"	"general"	2012	"CHN"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"Rao"	"55"	12
"344"	147	147.12	"stomata density"	"resource use"	"1"	"general"	2012	"CHN"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"Rao"	"55"	12
"345"	147	147.01	"dbh"	"body size"	"1"	"general"	2012	"CHN"	"T"	"GRAS"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"Rao"	"55"	12
"346"	151	151.04	"fine root N content"	"growth allocation"	"1"	"general"	2011	"USA"	"T"	"TEMP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"Rao"	"NA"	8
"347"	151	151.03	"leaf N content"	"growth allocation"	"1"	"general"	2011	"USA"	"T"	"TEMP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"Rao"	"NA"	8
"348"	151	151.01	"specific leaf area"	"growth allocation"	"1"	"general"	2011	"USA"	"T"	"TEMP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"Rao"	"NA"	8
"349"	151	151.06	"specific root length"	"growth allocation"	"1"	"general"	2011	"USA"	"T"	"TEMP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"Rao"	"NA"	8
"350"	151	151.02	"leaf dry matter content"	"growth allocation"	"1"	"general"	2011	"USA"	"T"	"TEMP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"Rao"	"NA"	8
"351"	151	151.07	"canopy height"	"body size"	"1"	"general"	2011	"USA"	"T"	"TEMP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"Rao"	"NA"	8
"352"	151	151.05	"seed mass"	"reproduction"	"1"	"general"	2011	"USA"	"T"	"TEMP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"Rao"	"NA"	8
"353"	151	151.08	"flowering date"	"temporal partitioning"	"2,3"	"general"	2011	"USA"	"T"	"TEMP"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"Rao"	"NA"	8
"354"	158	158.04	"seed longetivity"	"longevity"	"3"	"specific"	2014	"GBR"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"sesFRic, sesFDiv"	"NA"	9
"355"	158	158.09	"vegetative spread"	"reproduction"	"2"	"specific"	2014	"GBR"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"sesFRic, sesFDiv"	"NA"	9
"356"	158	158.03	"leaf dry matter content"	"growth allocation"	"2"	"specific"	2014	"GBR"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"sesFRic, sesFDiv"	"NA"	9
"357"	158	158.05	"specific leaf area"	"growth allocation"	"2"	"specific"	2014	"GBR"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"sesFRic, sesFDiv"	"NA"	9
"358"	158	158.02	"seed mass"	"reproduction"	"2"	"specific"	2014	"GBR"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"sesFRic, sesFDiv"	"NA"	9
"359"	158	158.06	"terminal velocity"	"dispersal"	"2"	"specific"	2014	"GBR"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"sesFRic, sesFDiv"	"NA"	9
"360"	158	158.07	"flowering start"	"temporal partitioning"	"2"	"specific"	2014	"GBR"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"sesFRic, sesFDiv"	"NA"	9
"361"	158	158.01	"height"	"body size"	"2"	"specific"	2014	"GBR"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"sesFRic, sesFDiv"	"NA"	9
"362"	158	158.08	"pollen vector"	"reproduction"	"2"	"specific"	2014	"GBR"	"T"	"GRAS"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"sesFRic, sesFDiv"	"NA"	9
"363"	159	159.01	"specific leaf area"	"growth allocation"	"1"	"general"	2011	"CHN"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	2
"364"	159	159.02	"height"	"body size"	"1"	"general"	2011	"CHN"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	2
"365"	163	163.08	"quantum yield of nutrients"	"metabolism"	"1"	"specific"	2012	"MEX"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"FD, wFDc"	"79"	9
"366"	163	163.03	"specific force to punch"	"defense"	"1"	"specific"	2012	"MEX"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"FD, wFDc"	"79"	9
"367"	163	163.01	"leaf area"	"growth allocation"	"1"	"specific"	2012	"MEX"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"FD, wFDc"	"79"	9
"368"	163	163.09	"wood density"	"growth allocation"	"1"	"specific"	2012	"MEX"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"FD, wFDc"	"79"	9
"369"	163	163.06	"leaf dry matter content"	"growth allocation"	"1"	"specific"	2012	"MEX"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"FD, wFDc"	"79"	9
"370"	163	163.04	"petiole length"	"growth allocation"	"1"	"specific"	2012	"MEX"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"FD, wFDc"	"79"	9
"371"	163	163.05	"chlorophyll fluorescence"	"metabolism"	"1"	"specific"	2012	"MEX"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"FD, wFDc"	"79"	9
"372"	163	163.07	"leaf thickness"	"growth allocation"	"1"	"specific"	2012	"MEX"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"FD, wFDc"	"79"	9
"373"	163	163.02	"specific leaf area"	"growth allocation"	"1"	"specific"	2012	"MEX"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"FD, wFDc"	"79"	9
"374"	167	167.02	"leaf area"	"growth allocation"	"1"	"specific"	2013	"JPN"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"sesFDiv, sesFEve, sesFRic"	"102"	8
"375"	167	167.08	"max height"	"body size"	"1"	"specific"	2013	"JPN"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"sesFDiv, sesFEve, sesFRic"	"102"	8
"376"	167	167.01	"leaf thickness"	"growth allocation"	"1"	"specific"	2013	"JPN"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"sesFDiv, sesFEve, sesFRic"	"102"	8
"377"	167	167.03	"leaf dry matter content"	"growth allocation"	"1"	"specific"	2013	"JPN"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"sesFDiv, sesFEve, sesFRic"	"102"	8
"378"	167	167.04	"specific leaf area"	"growth allocation"	"1"	"specific"	2013	"JPN"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"sesFDiv, sesFEve, sesFRic"	"102"	8
"379"	167	167.07	"leaf N content"	"growth allocation"	"1"	"specific"	2013	"JPN"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"sesFDiv, sesFEve, sesFRic"	"102"	8
"380"	167	167.06	"wood density"	"growth allocation"	"1"	"specific"	2013	"JPN"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"sesFDiv, sesFEve, sesFRic"	"102"	8
"381"	167	167.05	"leaf C content"	"growth allocation"	"1"	"specific"	2013	"JPN"	"T"	"TROP"	"plant"	"trees"	"NA"	"terrestrial plants"	"sesFDiv, sesFEve, sesFRic"	"102"	8
"382"	178	178.06	"foraging period"	"temporal partitioning"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"383"	178	178.07	"vertical position"	"habitat"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"384"	178	178.08	"temperature"	"habitat"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"385"	178	178.09	"flow"	"habitat"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"386"	178	178.16	"spawning substrate"	"habitat"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"387"	178	178.02	"body shape"	"locomotion"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"388"	178	178.14	"longevity"	"longevity"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"389"	178	178.12	"parental care"	"reproduction"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"390"	178	178.13	"egg diameter"	"reproduction"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"391"	178	178.15	"fecundity"	"reproduction"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"392"	178	178.03	"trophic group"	"resource use"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"393"	178	178.04	"dietary component"	"resource use"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"394"	178	178.01	"max body length"	"body size"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"395"	178	178.11	"maturation"	"development"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"396"	178	178.1	"substrate"	"resource use"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"397"	178	178.05	"diet breadth"	"resource use"	"2,3"	"general"	2013	"JPN"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"sesFD"	"120"	16
"398"	184	184.06	"prey location"	"resource use"	"2"	"none"	2012	"GBR"	"T"	"NEAR"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"sesFD"	"20"	7
"399"	184	184.05	"diet type"	"resource use"	"2"	"none"	2012	"GBR"	"T"	"NEAR"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"sesFD"	"20"	7
"400"	184	184.04	"bill shape"	"resource use"	"2"	"none"	2012	"GBR"	"T"	"NEAR"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"sesFD"	"20"	7
"401"	184	184.02	"bill length"	"resource use"	"2"	"none"	2012	"GBR"	"T"	"NEAR"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"sesFD"	"20"	7
"402"	184	184.03	"tarsus length"	"body size"	"2"	"none"	2012	"GBR"	"T"	"NEAR"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"sesFD"	"20"	7
"403"	184	184.01	"body mass"	"body size"	"2"	"none"	2012	"GBR"	"T"	"NEAR"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"sesFD"	"20"	7
"404"	184	184.07	"foraging strategy"	"resource use"	"2"	"none"	2012	"GBR"	"T"	"NEAR"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"sesFD"	"20"	7
"405"	188	188.12	"specific leaf area"	"growth allocation"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"406"	188	188.1	"percentage bare ground"	"body size"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"407"	188	188.07	"shoot biomass of herbs"	"body size"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"408"	188	188.2	"root depth"	"habitat"	"3"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"409"	188	188.06	"shoot biomass of grasses"	"body size"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"410"	188	188.09	"leaf:shoot biomass ratio"	"growth allocation"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"411"	188	188.04	"biomass"	"body size"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"412"	188	188.19	"root type"	"resource use"	"3"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"413"	188	188.16	"height"	"body size"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"414"	188	188.02	"root biomass"	"body size"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"415"	188	188.14	"leaf dry matter content"	"growth allocation"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"416"	188	188.15	"leaf N%"	"growth allocation"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"417"	188	188.17	"specific leaf N"	"growth allocation"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"418"	188	188.13	"leaf greenness"	"growth allocation"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"419"	188	188.01	"aboveground biomass"	"body size"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"420"	188	188.11	"stomatal conductance"	"resource use"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"421"	188	188.05	"shoot biomass of legumes"	"body size"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"422"	188	188.08	"leaf area index"	"growth allocation"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"423"	188	188.18	"seasonality of foliage"	"temporal partitioning"	"3"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"424"	188	188.03	"root biomass by depth"	"habitat"	"1"	"general"	2014	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	20
"425"	197	197.02	"height"	"body size"	"1"	"general"	2014	"CHN"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao, FRic, FEve"	"32"	3
"426"	197	197.03	"seed size"	"reproduction"	"1"	"general"	2014	"CHN"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao, FRic, FEve"	"32"	3
"427"	197	197.01	"specific leaf area"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"Rao, FRic, FEve"	"32"	3
"428"	198	198.04	"max height"	"body size"	"2"	"general"	2013	"USA"	"T"	"TEMP"	"plant"	"trees"	"NA"	"terrestrial plants"	"Rao"	"45"	4
"429"	198	198.02	"seed mass"	"reproduction"	"2"	"general"	2013	"USA"	"T"	"TEMP"	"plant"	"trees"	"NA"	"terrestrial plants"	"Rao"	"45"	4
"430"	198	198.03	"wood density"	"growth allocation"	"2"	"general"	2013	"USA"	"T"	"TEMP"	"plant"	"trees"	"NA"	"terrestrial plants"	"Rao"	"45"	4
"431"	198	198.01	"leaf N%"	"growth allocation"	"2"	"general"	2013	"USA"	"T"	"TEMP"	"plant"	"trees"	"NA"	"terrestrial plants"	"Rao"	"45"	4
"432"	206	206.12	"activity period"	"temporal partitioning"	"3"	"none"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"sesFRic, sesFEve, sesFDiv"	"32"	14
"433"	206	206.14	"moisture preference"	"habitat"	"3"	"none"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"sesFRic, sesFEve, sesFDiv"	"32"	14
"434"	206	206.11	"life cycle"	"longevity"	"3"	"none"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"sesFRic, sesFEve, sesFDiv"	"32"	14
"435"	206	206.13	"breeding period"	"reproduction"	"3"	"none"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"sesFRic, sesFEve, sesFDiv"	"32"	14
"436"	206	206.09	"wing morphology"	"locomotion"	"3"	"none"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"sesFRic, sesFEve, sesFDiv"	"32"	14
"437"	206	206.06	"vegetative spread"	"reproduction"	"3"	"none"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"sesFRic, sesFEve, sesFDiv"	"32"	14
"438"	206	206.08	"body length"	"body size"	"3"	"none"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"sesFRic, sesFEve, sesFDiv"	"32"	14
"439"	206	206.1	"diet"	"resource use"	"3"	"none"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"sesFRic, sesFEve, sesFDiv"	"32"	14
"440"	206	206.01	"bud height"	"dispersal"	"3"	"none"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"sesFRic, sesFEve, sesFDiv"	"32"	14
"441"	206	206.03	"leaf dry matter content"	"growth allocation"	"3"	"none"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"sesFRic, sesFEve, sesFDiv"	"32"	14
"442"	206	206.05	"leaf size"	"growth allocation"	"3"	"none"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"sesFRic, sesFEve, sesFDiv"	"32"	14
"443"	206	206.02	"canopy structure"	"growth allocation"	"3"	"none"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"sesFRic, sesFEve, sesFDiv"	"32"	14
"444"	206	206.07	"terminal velocity"	"dispersal"	"3"	"none"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"sesFRic, sesFEve, sesFDiv"	"32"	14
"445"	206	206.04	"canopy height"	"body size"	"3"	"none"	2014	"GBR"	"T"	"GRAS"	"animal, plant"	"invertebrates, graminoids, forbs"	"arthropods"	"other"	"sesFRic, sesFEve, sesFDiv"	"32"	14
"446"	207	207.18	"stolon"	"reproduction"	"3"	"general"	2013	"GBR"	"T"	"AGRI"	"plant"	"graminoids, forbs, shrubs, nonvascular"	"NA"	"terrestrial plants"	"sesFRic, sesFEve, sesFDiv"	"NA"	19
